de_text,en_grtr,tr_llm,tr_llm_comet_score,tr_llm_chrF_score,tr_llm_glsr,tr_llm_glsr_comet_score,tr_llm_glsr_chrF_score
"Notwendig ist, bis Ende 2025 alle OSA der alten Plattform zu aktualisieren und auf die neue Plattform umzuziehen.",All OSAs on the old platform will need to be updated and migrated to the new one by the end of 2025.,It is necessary to update all OSA of the old platform and move them to the new platform by the end of 2025.,0.8439,51.32,It is necessary to update all OSA of the old platform and migrate them to the new platform to the end of 2025.,0.8415,55.2
Eine OSA-Entwicklung für neue Fächer und Studiengänge im grundständigen Bereich ist ebenfalls möglich und sinnvoll.,Developing OSAs for new subjects and degree programs taught at undergraduate level can and should also be done.,An OSA development for new subjects and degree programmes at the undergraduate level is also possible and sensible.,0.8253,58.43,An OSA development for new subjects and degree programmes within the undergraduate team is also potential and sensible.,0.7632,53.61
sich zum Thema OSA allgemein austauschen möchten.,you want to chat about OSAs in general.,to want to discuss the topic of OSA in general.,0.7861,42.41,You want to chat about OSAs in general.,0.9333,96.6
"Hiermit bestätige ich, dass der Druckauftrag ausschließlich für Uni-interne Zwecke verwendet wird.",I hereby confirm that the print order will only be used for internal University purposes.,I hereby confirm that the print job will be used exclusively for internal university purposes.,0.9232,72.75,I hereby confirm that the print order will be used solely for internal university purposes.,0.9461,83.02
Eine Weiterberechnung an Externe  (hierzu zählen auch Fachschaften und Studierende) ist unzulässig.,The charges may not be passed on to third parties (including departmental student bodies and students).,A further billing to external parties (including departmental committees and students) is not permitted.,0.7483,51.24,Billing external parties (such as faculty committees and students) is prohibited.,0.6814,30.9
"Die Erwartungsaussagen greifen Aspekte auf, bei denen Studieninteressierte oder Studienanfänger*innen häufig unrealistische Erwartungen haben oder solche, die ihnen häufig nicht bewusst sind.",The expectation statements address areas in which prospective or first-year students often have unrealistic expectations or a lack of knowledge.,"The expectation statements address aspects in which prospective or first‑year students often have unrealistic expectations, or aspects that they are often unaware of.",0.8915,77.9,"The expectation statements address aspects where prospective or first‑year students often have unrealistic expectations, or aspects that they are often unaware of.",0.8934,72.7
Immer nur eine Aussage pro Satz!,Never have more than one statement per sentence!,Always only one statement per sentence!,0.8877,59.13,Never have more than one statement per sentence!,0.9789,100.0
"Formulierung eines kurzen Feedbacktexts pro thematischen Block, der die „tatsächliche“ Situation im Studium erläutert (und jede Erwartungsaussage kurz aufgreift).",Write a short feedback text for each thematic block that describes what studying the subject is actually like (and makes brief reference to each expectation statement).,Formulation of a short feedback text for each thematic block that explains the “actual” situation in the studies (and briefly addresses each expectation statement).,0.8543,57.76,Draft a brief feedback text for each thematic block that explains the actual situation in studying (and briefly addresses each expectation statement).,0.8712,56.59
"So knapp wie möglich, so ausführlich wie nötig.",Keep it as concise as possible and as detailed as necessary.,"As concise as possible, as detailed as necessary.",0.911,76.08,Keep it as concise as possible and as detailed as necessary.,0.9731,100.0
"Sicherlich haben Sie sich schon mehr oder weniger intensiv mit einem oder mehreren romanistischen Studiengängen auseinandergesetzt und Erwartungen darüber entwickelt, welche Inhalte und Anforderungen ein solches Studium an der Universität Bonn mit sich bringt.",You will undoubtedly have already looked into one or more Romance Studies degree programs in some detail and formed expectations of the content and requirements that you would encounter were you to take such a program at the University of Bonn.,Surely you have already engaged more or less intensively with one or more Romance studies programs and have developed expectations about the content and requirements such a degree at the University of Bonn entails.,0.8103,53.44,"Surely you have already, to some extent, explored one or more Romance studies programmes and have developed expectations about the Content and requirements that such studying at the University of Bonn involves.",0.8202,51.09
"Vielleicht haben Sie auch schon eine Vorstellung davon, in welchem Berufsfeld Sie mit Ihrem Abschluss einmal tätig sein möchten.","You might even have an idea of what area you’d like to work in one day, armed with your degree.",Perhaps you already have an idea of which professional field you would like to work in with your degree.,0.8919,52.22,Perhaps you already have an idea of which professional field you would like to work in with your End.,0.7363,44.15
"Wenn Ihre Vorstellungen von Inhalten und Ablauf des Studiums weitestgehend mit dem übereinstimmen, was Sie an der Universität tatsächlich erwartet, sind das gute Voraussetzungen für einen erfolgreichen Studienstart.","If your expectations about the content and structure of the degree program are very much in line with what actually awaits you at the University, this bodes well for a successful start to your studies.","If your expectations about the content and structure of your studies largely match what you will actually encounter at the university, these are good prerequisites for a successful start to your studies.",0.8515,64.3,"If your expectations about the content and the process of the studies largely match what the University actually offers, that is a good This requires for a successful start to your studies.",0.7648,60.8
"Wenn Ihre Vorstellungen von Inhalten und Ablauf des Studiums weitestgehend mit dem übereinstimmen, was Sie an der Universität tatsächlich erwartet, sind das die besten Voraussetzungen für einen guten Studienstart.","If your expectations about the content and structure of the degree program are very much in line with what actually awaits you at the University, this bodes extremely well for a good start to your studies.","If your expectations about the content and structure of the program largely match what you will actually encounter at the university, those are the best prerequisites for a good start to your studies.",0.8666,64.68,"If your expectations about the content and the process of the program largely match what you will actually encounter at the University, that is the best this requires for a good start to your studies.",0.8216,60.73
"Während Ihres Studiums kann eine realistische Erwartungshaltung dazu beitragen, auch in möglichen Phasen von Unsicherheiten und Zweifeln Ihre grundsätzliche Studienmotivation und -zufriedenheit aufrecht zu erhalten und das Studium zu einem erfolgreichen Abschluss zu bringen.","Having realistic expectations can help you stay fundamentally motivated about and satisfied with your studies, even during periods of uncertainty and doubt, and bring your degree program to a successful conclusion.","During your studies, a realistic attitude can help maintain your fundamental motivation and satisfaction with your studies even during possible periods of uncertainty and doubt, and bring your studies to a successful completion.",0.8662,63.47,"During your studying, a realistic outlook can help you maintain your basic motivation and satisfaction with your studies even during periods of uncertainty and doubt, and bring your studying to a successful end.",0.8341,60.44
