de,en,frequency
"• Pharmazie/Chemie, Gerhard-Domagk-Str. 3, 53121 Bonn-Endenich","• Pharmacy/Chemistry, Gerhard-Domagk-Str. 3, 53121 Bonn-Endenich",1
"• LIMES-Institut, Carl-Troll-Str. 31, 53115 Bonn-Poppelsdorf","• LIMES Institute, Carl-Troll-Str. 31, 53115 Bonn-Poppelsdorf",1
bundesweit,across Germany,1
Sie benötigen detaillierte Informationen rund um den Rahmenzeitvertrag mit der Firma cambio?,"If you need details of the fixed-term framework agreement with cambio,",1
Sprechen Sie uns gerne an.,please do not hesitate to contact us.,1
Abteilung 5.3 Zentrale Beschaffung,"Section 5.3, Central Procurement",1
Fahrrad & Co.,Bikes et Al.,1
Beschaffung von Dienstfahrrädern,Purchasing bikes for work use,1
Die entsprechenden Vergabeverfahren entnehmen Sie bitte der Seite folgenden Seite.,Please see the following page for details of how to proceed.,1
Nutzung von Dienstfahrrädern,Using bikes for work purposes,1
Dienstlich bereitgestellte Fahrräder und E-Bikes sind ausschließlich für berufliche Verwendungszwecke bestimmt.,Bikes and e-bikes provided for work purposes,1
Eine private Nutzung ist nicht gestattet.,must not be used for anything else.,1
Das verkehrssichere Fahrrad,Das verkehrssichere Fahrrad (available in German only),1
Fahrradhelme,Cycle helmets,1
Eine gesetzlich vorgeschriebene Helmpflicht für das Fahrrad gibt es in Deutschland nicht.,"Although cyclists in Germany are not legally required to wear a helmet,",1
Eine Helmnutzung wird entsprechend empfohlen.,so is strongly recommended.,1
Fahrradständer,Bike racks,1
Übersicht der von der Universität Bonn installierten Fahrradstellplätze,Overview of the bike racks installed by the University of Bonn,1
"Abstell-, & Parkmöglichkeiten",Places for you to leave or park your bike,1
Hier stehen rund 510 Fahrrad-Stellplätze zur Verfügung,There are around 510 spaces for bikes available here:,1
Chemie Nord 6 Fahrrad-Stellplätze,Chemistry North 6 spaces,1
Pharmazie Nord 129 Fahrrad-Stellplätze,Pharmacy North 129 spaces,1
Pharmazie Süd 56 Fahrrad-Stellplätze,Pharmacy South 56 spaces,1
Evolutionsbiologie Mitte 12 Fahrrad-Stellplätze,Evolutionary Biology Central 12 spaces,1
Studierendenwohnheim 30 Fahrrad-Stellplätze,Dormitory 30 spaces,1
Meteorologie 58 Fahrrad-Stellplätze,Meteorology 58 spaces,1
Zellbiologie 14 Fahrrad-Stellplätze,Cellular Biology 14 spaces,1
Externe Angebote,Non-University services,1
Caritas Radstation,Caritas Bike Station,1
"Weiterhin stehen Leihräder, Pedelecs, Tandems und Fahrradanhänger zur Vermietung bereit.","Bikes, e-scooters, tandems and bike trailers are also available for hire.",1
Service & Reparatur,Service and repair,1
Rad-Servicestationen,Bike service stations,1
"Gute Nachrichten für alle, die viel mit dem Fahrrad unterwegs sind:",Anyone who cycles a lot will be pleased to hear that,1
Bildquelle:,Image source:,1
© Gregor Hübl / Uni Bonn,© Gregor Hübl/University of Bonn,1
Was ist dran an der Servicestation:,What is available at the service station:,1
Wo finde ich die Servicestationen?,Where can I find the service stations?,1
Innenstadt,City center,1
"Juridicum, Adenauerallee 24-42","Department of Law, Adenauerallee 24–42",1
"Deutscher Herold, Poppelsdorfer Allee 31-33","Deutscher Herold building, Poppelsdorfer Allee 31–33",1
"Hörsaalzentrum Campus Poppelsdorf, Friedrich-Hirzebruch-Allee 5","Poppelsdorf Campus Lecture Hall Center, Friedrich-Hirzebruch-Allee 5",1
"Chemie/Pharmazie-Institute Endenich, Gerhard-Domagk-Str. 1","Departments of Chemistry and Pharmacy in Endenich, Gerhard-Domagk-Str. 1",1
Reparatur von Dienstfahrrädern,Repairs to bikes used for work purposes,1
Für Hilfestellungen stehen Ihnen die Kolleg*innen der zentralen Beschaffung gerne zur Verfügung.,Your colleagues in Central Procurement will be happy to help.,1
Aufladen von E-Bikes,Charging e-bikes,1
Folgende Sicherheitsregeln sind gleichermaßen zwingend einzuhalten,The following safety rules must be followed at all times:,1
Sicherheitsregeln,Safety rules,1
Der Akku darf insbesondere beim Ladevorgang nicht direkter Sonneneinstrahlung ausgesetzt werden.,"They must not be exposed to direct sunlight, particularly while being charged.",1
• Der Ladevorgang darf nicht längere Zeit unbeaufsichtigt bleiben.,• Batteries must not be left unsupervised for lengthy periods while charging.,1
• Fertig geladene Akkus sind vom Stromnetz zu trennen.,• Fully charged batteries must be disconnected from the mains.,1
Externe Ladestationen,External charging stations,1
öffentliche E-Bike Ladestationen,Public e-bike charging stations (available in German only),1
öffentliche E-Bike Ladestationen,Public e-bike charging stations,1
Rad,bike,1
Mobilität,mobility,1
Laserschutz,Laser safety,1
Dabei unterstützt Sie die Stabsstelle Strahlenschutz.,The Radiation Protection Unit can help you do this.,1
Vor der Beschaffung:,Before procuring your equipment,1
Beim Hersteller/Lieferant notwendige Sicherheitsmaßnahmen erfragen,Ask the manufacturer/supplier what safety measures are required.,1
"Wenn der Laser/die LED den Laserschutzklassen 3R, 3B oder 4 zuzuordnen ist","If the laser/LED falls into laser protection classes 3R, 3B or 4:",1
download word,Download Word document,1
ansonsten:,If not:,1
Bitte verwenden Sie folgende Vordrucke,Please use these templates:,1
Erfassungsbogen LSB,Log sheet for laser protection officers,1
Nachweis Fachkenntnisse,Evidence of specialist knowledge,1
Anforderungen an Laserlabore,Requirements of Laser Laboratories,1
Damit nichts ins Auge geht:,So nothing gets in your eyes,1
Laser sicher anwenden,Laser sicher anwenden (available in German only),1
BAuA Broschüre,BAuA brochure,1
Staatliche Regelungen des Laserschutzes,Government regulations on laser protection,1
OStrV im Internet,The OStrV online,1
TROS,TROS Laserstrahlung (available in German only),1
TROS,TROS Laserstrahlung,1
Richtlinien der Europäischen Gemeinschaft (EU-Richtlinie 2006/25/EG),European Community Directives (EU Directive 2006/25/EC),1
Gesetze,Acts,1
Verordnungen,Ordinances,1
Betriebssicherheitsverordnung (BetrSiV),"Industrial Safety Ordinance (Betriebssicherheitsverordnung, BetrSichV)",1
Gefahrstoffverordnung (GefStoffV),Hazardous Substances Ordinance (GefstoffV),1
DIN-Normen,DIN standards,1
DIN-EN 60825-1:,DIN EN 60825‑1:,1
"Sicherheit von Lasereinrichtungen, Klassifizierung von Anlagen und Anforderungen",Safety of laser products; equipment classification and requirement,1
DIN EN 60825-4:,DIN EN 60825‑4:,1
"Sicherheit von Lasereinrichtungen, Laserschutzwände",Safety of laser products; laser guards,1
DIN EN 12 254:,DIN EN 12254:,1
"Abschirmungen an Laserarbeitsplätzen, sicherheitstechnische Anforderungen und Prüfungen",Screens for laser working places; safety requirements and testing,1
Informations- und Regelwerk der DGUV (Deutsche gesetzliche Unfallversicherung),Information and regulations issued by the DGUV (German Social Accident Insurance),1
DGUV-Regel 112-992:,DGUV Regulation 112-992:,1
Benutzung von Augen- und Gesichtsschutz,Use of eye and face protection,1
Explosionsschutz,Explosion protection,1
DGUV-Information 203-042:,DGUV Information 203-042:,1
Auswahl und Benutzung von Laser-Schutz- und Justierbrillen,Selection and use of laser protection and adjustment goggles,1
Laser-Einrichtungen für Show- oder Projektionszwecke,Laser equipment for show or projection purposes,1
Laserschutzklassen,Laser protection classes,1
Änderungen der DIN EN 60825-1,Amendments to DIN EN 60825‑1,1
Klasse 1,Class 1,1
Die zugängliche Laserstrahlung ist unter vorhersehbaren Bedingungen (bestimmungsgemäßer Betrieb) ungefährlich,The accessible laser radiation is safe under expected conditions (intended operation).,1
Die Strahlung darf mit optischen Geräten betrachtet werden,The radiation may be observed using optical equipment.,1
das Tragen von Schutzbrillen ist nicht erforderlich,Protective goggles do not need to be worn.,1
Kennzeichnung:,Labeling:,1
"Laserstrahlung, Laser Klasse 1","Laserstrahlung, Laserklasse 1 (“Laser radiation, laser class 1”)",1
Klasse 1C:,Class 1C:,1
Diese kann den Klassen 3 oder 4 entsprechen.,This radiation can be equivalent to class 3 or 4.,1
"Laserstrahlung, Laserklasse 1C, Anweisungen beachten","Laserstrahlung, Laserklasse 1C, Anweisungen beachten (“Laser radiation, laser class 1C, follow instructions”)",1
"Die Zeitdauer von 0,25 s beruht auf den sogenannten Abwendungsreaktionen:","The duration of 0.25 s is based on the “averting reaction,”",1
Klasse 3A (seit 2004 werden keine Laser mehr nach 3A klassifiziert),Class 3A (no lasers have been classified as 3A since 2004),1
(Beispiele:,Examples include,1
"Akupunkturlaser, Vermessungslaser, Laserpointer mit US-Zulassung, medizinische Laser)","acupuncture lasers, measuring lasers, US-approved laser pointers and medical lasers.",1
Die Strahlaustrittsöffnung muss gesondert gekennzeichnet sein,The opening out of which the beam exits must be labeled separately.,1
Tragen einer Justier- oder Schutzbrille ist empfohlen,Wearing adjusting or protective goggles is recommended.,1
Es muss ein/e verantwortliche/r Laserschutzbeauftragte/r bestellt sein,A laser protection officer must be appointed.,1
Klasse 3B,Class 3B,1
"Projektionslaser, Laser in der Forschung, medizinische Laser)","projection lasers, lasers used in research and medical lasers.",1
Tragen einer Schutzbrille ist Pflicht,Protective goggles must be worn.,1
Die Strahlaustrittsöffnung muss gesondert gekennzeichnet sein.,The opening out of which the beam exits must be labeled separately.,1
Auch diffus gestreute Strahlung kann gefährlich sein.,Even radiation that has been scattered diffusely can pose a hazard.,1
Die Laserstrahlung kann Brand- und Explosionsgefahr verursachen (Beispiele:,The laser beam can pose a fire and explosion risk. Examples include,1
Umsetzung geeigneter Schutzmaßnahmen für die Haut,Appropriate skin protection is compulsory.,1
Laserschutzbeauftragte an der Universität Bonn,Laser protection officers at the University of Bonn,1
Wir leiten dann alles nötige in die Wege.,and we will take all the necessary steps.,1
Die Bestellung selbst erfolgt durch den Kanzler der Universität.,Appointments are formally made by the Provost of the University.,1
Voraussetzungen für die Bestellung zum*zur Laserschutzbeauftragten,Appointment criteria for laser protection officers,1
Haus der Technik e.V. (HDT) - Essen,Haus der Technik e. V. (HDT) – Essen (available in German only),1
"TÜV Nord-Aktualisierungskurse, auch online möglich","TÜV Nord’s refresher courses, also available online (available in German only)",1
TÜV Akademie Rheinland,TÜV Akademie Rheinland (available in German only),1
Wichtige Aufgaben der/des Laserschutzbeauftragten,Key duties of the laser protection officer,1
Unterweisung der Mitarbeiter*innen,Briefing staff,1
Zusammenarbeit mit den Fachkräften für Arbeitssicherheit und den Betriebsärzten,Working together with the occupational safety specialists and medical officers,1
Wichtige Themengebiete und Handlungsanweisungen für Laserschutzbeauftragte der Universität,Key topics and work instructions for laser protection officers at the University,1
Gefährdungsbeurteilung und Betriebsanweisung,Risk assessment and work instruction,1
Checkliste Gefährdungsbeurteilung Laser (Word-Dokument),Checklist for laser risk assessments (Word document),1
Hier finden Sie auch ein Muster für eine Betriebsanweisung.,You can also find a specimen work instruction here.,1
Betriebsanweisung Laseranlage,Work instruction for laser systems,1
Anmeldung von neuen Lasereinrichtungen,Reporting new laser equipment,1
Unterweisung Laserarbeitsplatz,Briefings for laser workstations,1
Die Unterweisung muss mindestens folgende Informationen enthalten:,The briefing must include the following information as a bare minimum:,1
die mit der Tätigkeit verbundenen Gefährdungen,The risks associated with the work,1
die Expositionsgrenzwerte und ihre Bedeutung,The exposure limits and what they mean,1
die sachgerechte Verwendung der persönlichen Schutzausrüstung.,Using personal protective equipment correctly,1
