de_text,en_grtr,en_tr_llm
"Sie ist ein eindeutiges Merkmal und erforderlich, damit die Universität bei Zahlungen an natürliche Personen den gesetzlich vorgeschriebenen Pflichten nachkommen kann.",This unique identifier is required for the University of Bonn to be able to comply with its legal obligations when making payments to private individuals.,It is a clear attribute and is required for the University to meet its statutory obligations when paying natural persons.
Bei Unternehmen mit Adresse in Deutschland ist die USt-ID eine wichtige Angabe.,The VAT ID no. is important for companies based in Germany.,The VAT ID no. is important for companies based in Germany.
"Ist eine nat. Person/ein Unternehmen als gewerbetreibend tätig und eine USt-ID verfügbar, bitte angeben.",Please indicate if a private individual or company conducts commercial operations and a VAT ID no. is available.,"If a natural person or a company is engaged in commercial activity and a VAT ID is available, please provide it."
Bei Unternehmen mit Adresse INNERHALB DER EU für sonstige Leistungen und Lieferungen ist die USt-ID eine PFLICHTANGABE!,The VAT ID no. MUST BE ENTERED for other deliveries and services in the case of companies based WITHIN THE EU.,"For companies with an address within the EU for other services and deliveries, the VAT ID is mandatory."
"Bitte tragen Sie die Resturlaubstage ein, die Sie ab dem 01.01.2023 übrig haben.","Please indicate the number of days’ leave that you have remaining as of January 1, 2023.",Please enter the days’ leave remaining that you have as of 01.01.2023.
Bei 0 Tagen Resturlaub tragen Sie bitte nichts oder 0 ein.,"If you have no days’ leave remaining, please put “0” or leave blank.","If you have zero days of remaining leave, please leave it blank or enter 0."
Tragen Sie die Überstunden im Format hh:mm ein.,Enter overtime in the format hh:mm.,Enter the overtime in hh:mm format.
"Ausschließlich bei ausländischen Personen, darf die Angabe des Finanzamtes fehlen.",Only foreign nationals are allowed to omit details of their tax office.,Only foreign nationals are allowed to omit details of their tax office.
Dieses lässt sich über die PLZ ermitteln.,which is based on their postal code.,which is based on their postal code.
Wie funktionieren Wareneinfuhren (Importe) an der Universität Bonn?,How do imports work at the University of Bonn?,How do imports work at the University of Bonn?
Wie gehe ich mit Warenausfuhren (Exporte) um?,How do I go about exporting something?,How do I go about exporting something?
"Welche Regeln gilt es bei Importen und Exporten von Waren, Technologien und Dienstleistungen zu beachten?","What rules do I need to follow when importing and exporting goods, technologies and services?","What rules must be observed for imports and exports of goods, technologies, and services?"
Bei welchem Thema können wir Ihnen weiter helfen?,What can we help you with?,What can we help you with?
Fehlt Ihnen eine Information auf den Seiten im Serviceportal zum Themenbereich Zoll & Export?,Is there any information that’s missing from the service portal pages on customs and exports?,Is any information missing for you on the Service Portal pages in the Customs and Exports category?
Finden Sie keine Antwort auf Ihre Frage?,Are you struggling to find an answer to your question?,Are you struggling to find an answer to your question?
Sprechen Sie uns an und geben Sie uns Ihr Feedback.,Get in touch with us and give us your feedback.,Get in touch with us and give us your feedback.
Welche Unterlagen und Dokumente benötigen Sie für den Zoll?,What documents will you need for customs clearance?,What documents will you need for customs clearance?
"Wer hilft Ihnen bei Fragen zum Themen Zoll, Import und Export?","Who can help you with customs, imports and exports?","Who can help you with customs, imports and exports?"
"Alle Waren, die aus einem Nicht-EU-Staat (im Folgenden „Drittland“ genannt) eingeführt (Import) bzw. in ein Drittland ausgeführt (Export) werden, müssen durch den Zoll ordnungsgemäß abfertigt werden.",All goods imported to or exported from a non-EU country (known as a “third country”) must be properly cleared by customs officials.,All goods that are imported from a non‑EU state (hereafter called “third‑country”) or exported to a third‑country must be properly cleared by customs.
"Darüber hinaus sind bei Exporten u.a. die Regelungen des Außenwirtschaftsgesetzes zu beachten, um auf Seiten der Universität Bonn eine höchstmögliche Compliance in diesem Bereich sicherzustellen und damit auch Bußgelder und – insbesondere im Falle von Verstößen gegen das Außenwirtschaftsgesetz - Haftstrafen zu vermeiden.","Among other things, the provisions of the Foreign Trade Act must also be complied with when exporting in order to ensure maximum compliance in this area on the part of the University of Bonn and thus to avoid fines and—particularly in the event of breaches of the abovementioned act—prison sentences.","Furthermore, for exports the regulations of the Foreign Trade Act must be observed in order to ensure the highest possible compliance at the University of Bonn in this Team and thereby avoid fines and – In particular, it – avoid criminal penalties for violations of the Foreign Trade Act."
Regelungsgegenstand sind insbesondere die Zuständigkeiten bei Ein- und Ausfuhrsachverhalten sowie die Pflichten der Beschäftigten der Universität Bonn in diesem Zusammenhang.,"In particular, these provisions cover responsibilities for imports and exports and the obligations of University staff in this regard.","In particular, it covers the responsibilities for import and export matters as well as the duties of the employees at the University of Bonn in this context."
"Gleiches gilt sinngemäß für den Technologietransfer, die technische Unterstützung, Sanktionen und Embargos.","The same principles and rules apply to technology transfer, technical support, sanctions and embargoes.","This also applies, in principle, to technology-transfer, technical support, sanctions and embargoes."
